Ticket_ID,Application_ID,Issue_Type,Resolution_Time_Hours,Escalation_Level
TCK00000540,APP0004906,Upload,10,Tier 1
TCK00000541,APP0004911,Other,19,Tier 2
TCK00000542,APP0004930,Upload,18,Tier 1
TCK00000543,APP0004946,Login,23,Tier 1
TCK00000544,APP0004950,Login,11,Tier 1
TCK00000545,APP0004957,Other,12,Tier 2
TCK00000546,APP0004989,Upload,21,Tier 2
TCK00000547,APP0005000,Status Inquiry,35,Tier 1
TCK00000548,APP0005005,Upload,21,Tier 2
TCK00000549,APP0005014,Upload,7,Tier 1
TCK00000550,APP0005029,Login,19,Tier 2
TCK00000551,APP0005038,Status Inquiry,11,Tier 1
TCK00000552,APP0005040,Status Inquiry,3,Tier 1
TCK00000553,APP0005050,Other,12,Tier 1
TCK00000554,APP0005067,Upload,13,Tier 2
TCK00000555,APP0005083,Status Inquiry,21,Tier 1
TCK00000556,APP0005099,Login,28,Tier 2
TCK00000557,APP0005105,Status Inquiry,27,Tier 1
TCK00000558,APP0005116,Status Inquiry,24,Tier 2
TCK00000559,APP0005129,Status Inquiry,14,Tier 1
TCK00000560,APP0005137,Upload,19,Tier 1
TCK00000561,APP0005149,Login,17,Tier 1
TCK00000562,APP0005151,Status Inquiry,29,Tier 3
TCK00000563,APP0005155,Status Inquiry,12,Tier 1
TCK00000564,APP0005158,Upload,13,Tier 1
TCK00000565,APP0005161,Login,30,Tier 1
TCK00000566,APP0005167,Upload,22,Tier 1
TCK00000567,APP0005169,Login,14,Tier 1
TCK00000568,APP0005189,Status Inquiry,19,Tier 3
TCK00000569,APP0005190,Status Inquiry,19,Tier 1
TCK00000570,APP0005195,Status Inquiry,19,Tier 2
TCK00000571,APP0005198,Status Inquiry,24,Tier 1
TCK00000572,APP0005204,Other,20,Tier 1
TCK00000573,APP0005206,Other,16,Tier 1
TCK00000574,APP0005209,Login,13,Tier 2
TCK00000575,APP0005214,Login,4,Tier 1
TCK00000576,APP0005232,Other,14,Tier 1
TCK00000577,APP0005233,Upload,27,Tier 1
TCK00000578,APP0005235,Status Inquiry,19,Tier 1
TCK00000579,APP0005245,Upload,12,Tier 1
TCK00000580,APP0005249,Status Inquiry,16,Tier 1
TCK00000581,APP0005269,Status Inquiry,11,Tier 2
TCK00000582,APP0005272,Upload,20,Tier 1
TCK00000583,APP0005286,Status Inquiry,34,Tier 1
TCK00000584,APP0005308,Login,32,Tier 2
TCK00000585,APP0005337,Login,27,Tier 1
TCK00000586,APP0005340,Upload,24,Tier 1
TCK00000587,APP0005342,Other,16,Tier 2
TCK00000588,APP0005344,Other,8,Tier 2
TCK00000589,APP0005356,Login,18,Tier 1
TCK00000590,APP0005358,Upload,14,Tier 1
TCK00000591,APP0005376,Login,24,Tier 1
TCK00000592,APP0005378,Status Inquiry,19,Tier 1
TCK00000593,APP0005389,Upload,13,Tier 1
TCK00000594,APP0005399,Upload,21,Tier 2
TCK00000595,APP0005400,Upload,41,Tier 1
TCK00000596,APP0005410,Upload,10,Tier 1
TCK00000597,APP0005425,Upload,27,Tier 1
TCK00000598,APP0005444,Login,22,Tier 2
TCK00000599,APP0005450,Login,17,Tier 1
TCK00000600,APP0005455,Upload,12,Tier 1
TCK00000601,APP0005461,Login,18,Tier 1
TCK00000602,APP0005466,Other,19,Tier 1
TCK00000603,APP0005469,Login,24,Tier 2
TCK00000604,APP0005472,Status Inquiry,23,Tier 2
TCK00000605,APP0005478,Upload,20,Tier 1
TCK00000606,APP0005483,Other,12,Tier 3
TCK00000607,APP0005490,Login,20,Tier 2
TCK00000608,APP0005496,Upload,14,Tier 1
TCK00000609,APP0005508,Status Inquiry,9,Tier 1
TCK00000610,APP0005509,Login,25,Tier 1
TCK00000611,APP0005526,Upload,12,Tier 1
TCK00000612,APP0005534,Upload,8,Tier 3
TCK00000613,APP0005535,Status Inquiry,18,Tier 1
TCK00000614,APP0005550,Upload,2,Tier 2
TCK00000615,APP0005564,Upload,17,Tier 1
TCK00000616,APP0005573,Login,21,Tier 2
TCK00000617,APP0005574,Status Inquiry,14,Tier 1
TCK00000618,APP0005591,Other,19,Tier 1
TCK00000619,APP0005596,Status Inquiry,35,Tier 2
TCK00000620,APP0005599,Status Inquiry,29,Tier 2
TCK00000621,APP0005603,Status Inquiry,25,Tier 1
TCK00000622,APP0005615,Login,22,Tier 1
TCK00000623,APP0005618,Other,13,Tier 2
TCK00000624,APP0005623,Login,16,Tier 1
TCK00000625,APP0005629,Upload,15,Tier 1
TCK00000626,APP0005632,Status Inquiry,18,Tier 1
TCK00000627,APP0005640,Status Inquiry,18,Tier 1
TCK00000628,APP0005650,Login,11,Tier 1
TCK00000629,APP0005655,Upload,30,Tier 2
TCK00000630,APP0005662,Upload,9,Tier 2
TCK00000631,APP0005675,Upload,20,Tier 1
TCK00000632,APP0005685,Login,26,Tier 1
TCK00000633,APP0005691,Upload,17,Tier 2
TCK00000634,APP0005692,Status Inquiry,12,Tier 2
TCK00000635,APP0005697,Upload,18,Tier 1
TCK00000636,APP0005719,Upload,33,Tier 2
TCK00000637,APP0005724,Login,23,Tier 2
TCK00000638,APP0005732,Login,15,Tier 2
TCK00000639,APP0005742,Other,22,Tier 1
TCK00000640,APP0005747,Status Inquiry,16,Tier 1
TCK00000641,APP0005748,Upload,2,Tier 1
TCK00000642,APP0005755,Status Inquiry,19,Tier 1
TCK00000643,APP0005760,Status Inquiry,26,Tier 2
TCK00000644,APP0005765,Upload,27,Tier 1
TCK00000645,APP0005766,Login,17,Tier 2
TCK00000646,APP0005769,Login,6,Tier 1
TCK00000647,APP0005770,Status Inquiry,27,Tier 1
TCK00000648,APP0005782,Status Inquiry,16,Tier 1
TCK00000649,APP0005794,Login,23,Tier 2
TCK00000650,APP0005797,Status Inquiry,27,Tier 1
TCK00000651,APP0005808,Login,20,Tier 1
TCK00000652,APP0005832,Status Inquiry,17,Tier 2
TCK00000653,APP0005835,Upload,12,Tier 2
TCK00000654,APP0005839,Upload,14,Tier 2
TCK00000655,APP0005852,Other,18,Tier 1
TCK00000656,APP0005877,Status Inquiry,14,Tier 1
TCK00000657,APP0005888,Upload,20,Tier 2
TCK00000658,APP0005890,Status Inquiry,2,Tier 2
TCK00000659,APP0005913,Upload,9,Tier 1
TCK00000660,APP0005914,Upload,17,Tier 2
TCK00000661,APP0005917,Status Inquiry,12,Tier 2
TCK00000662,APP0005921,Status Inquiry,13,Tier 2
TCK00000663,APP0005935,Status Inquiry,8,Tier 2
TCK00000664,APP0005941,Upload,23,Tier 1
TCK00000665,APP0005984,Other,30,Tier 2
TCK00000666,APP0005985,Status Inquiry,9,Tier 1
TCK00000667,APP0005990,Login,27,Tier 1
TCK00000668,APP0006000,Status Inquiry,6,Tier 1
TCK00000669,APP0006003,Upload,18,Tier 1
TCK00000670,APP0006013,Login,1,Tier 1
TCK00000671,APP0006020,Status Inquiry,21,Tier 1
TCK00000672,APP0006039,Login,18,Tier 2
TCK00000673,APP0006043,Status Inquiry,18,Tier 1
TCK00000674,APP0006057,Status Inquiry,27,Tier 2
TCK00000675,APP0006065,Status Inquiry,22,Tier 1
TCK00000676,APP0006069,Upload,17,Tier 1
TCK00000677,APP0006070,Upload,11,Tier 2
TCK00000678,APP0006074,Status Inquiry,18,Tier 1
TCK00000679,APP0006090,Login,12,Tier 1
TCK00000680,APP0006095,Login,14,Tier 1
TCK00000681,APP0006144,Status Inquiry,29,Tier 1
TCK00000682,APP0006190,Status Inquiry,24,Tier 2
TCK00000683,APP0006194,Upload,20,Tier 1
TCK00000684,APP0006208,Other,22,Tier 1
TCK00000685,APP0006214,Other,6,Tier 3
TCK00000686,APP0006216,Upload,18,Tier 3
TCK00000687,APP0006217,Upload,4,Tier 2
TCK00000688,APP0006221,Status Inquiry,12,Tier 1
TCK00000689,APP0006227,Status Inquiry,20,Tier 2
TCK00000690,APP0006228,Other,20,Tier 1
TCK00000691,APP0006231,Login,23,Tier 1
TCK00000692,APP0006233,Other,18,Tier 1
TCK00000693,APP0006238,Upload,18,Tier 2
TCK00000694,APP0006246,Upload,17,Tier 2
TCK00000695,APP0006250,Upload,28,Tier 1
TCK00000696,APP0006253,Login,28,Tier 2
TCK00000697,APP0006257,Upload,5,Tier 2
TCK00000698,APP0006263,Status Inquiry,18,Tier 1
TCK00000699,APP0006265,Upload,27,Tier 1
TCK00000700,APP0006269,Status Inquiry,15,Tier 1
TCK00000701,APP0006275,Status Inquiry,19,Tier 3
TCK00000702,APP0006291,Upload,12,Tier 2
TCK00000703,APP0006296,Upload,7,Tier 3
TCK00000704,APP0006297,Upload,18,Tier 1
TCK00000705,APP0006309,Status Inquiry,14,Tier 2
TCK00000706,APP0006326,Upload,16,Tier 1
TCK00000707,APP0006348,Login,5,Tier 2
TCK00000708,APP0006352,Upload,8,Tier 2
TCK00000709,APP0006355,Upload,16,Tier 1
TCK00000710,APP0006358,Status Inquiry,13,Tier 1
TCK00000711,APP0006366,Status Inquiry,21,Tier 2
TCK00000712,APP0006373,Upload,8,Tier 1
TCK00000713,APP0006374,Upload,22,Tier 1
TCK00000714,APP0006375,Other,21,Tier 1
TCK00000715,APP0006389,Status Inquiry,17,Tier 1
TCK00000716,APP0006393,Status Inquiry,22,Tier 1
TCK00000717,APP0006427,Login,16,Tier 1
TCK00000718,APP0006438,Other,15,Tier 2
TCK00000719,APP0006477,Upload,16,Tier 2
TCK00000720,APP0006478,Upload,6,Tier 1
TCK00000721,APP0006499,Login,16,Tier 2
TCK00000722,APP0006507,Status Inquiry,23,Tier 1
TCK00000723,APP0006516,Status Inquiry,3,Tier 1
TCK00000724,APP0006519,Upload,22,Tier 1
TCK00000725,APP0006526,Status Inquiry,11,Tier 2
TCK00000726,APP0006527,Status Inquiry,13,Tier 2
TCK00000727,APP0006542,Upload,17,Tier 1
TCK00000728,APP0006545,Status Inquiry,18,Tier 1
TCK00000729,APP0006561,Login,27,Tier 2
TCK00000730,APP0006581,Upload,15,Tier 1
TCK00000731,APP0006599,Upload,30,Tier 1
TCK00000732,APP0006605,Status Inquiry,17,Tier 1
TCK00000733,APP0006615,Status Inquiry,20,Tier 1
TCK00000734,APP0006625,Upload,22,Tier 1
TCK00000735,APP0006632,Login,11,Tier 1
TCK00000736,APP0006633,Login,7,Tier 2
TCK00000737,APP0006636,Status Inquiry,17,Tier 1
TCK00000738,APP0006661,Status Inquiry,22,Tier 2
TCK00000739,APP0006667,Login,23,Tier 2
TCK00000740,APP0006671,Status Inquiry,14,Tier 1
TCK00000741,APP0006674,Upload,31,Tier 1
TCK00000742,APP0006679,Status Inquiry,16,Tier 1
TCK00000743,APP0006682,Login,11,Tier 2
TCK00000744,APP0006717,Upload,26,Tier 1
TCK00000745,APP0006720,Other,27,Tier 1
TCK00000746,APP0006724,Login,9,Tier 1
TCK00000747,APP0006728,Login,24,Tier 2
TCK00000748,APP0006731,Upload,7,Tier 2
TCK00000749,APP0006732,Upload,17,Tier 2
TCK00000750,APP0006736,Login,35,Tier 1
TCK00000751,APP0006746,Login,28,Tier 1
TCK00000752,APP0006753,Upload,23,Tier 1
TCK00000753,APP0006754,Login,23,Tier 3
TCK00000754,APP0006763,Login,11,Tier 2
TCK00000755,APP0006781,Upload,20,Tier 1
TCK00000756,APP0006797,Login,21,Tier 3
TCK00000757,APP0006798,Other,9,Tier 1
TCK00000758,APP0006804,Login,19,Tier 1
TCK00000759,APP0006806,Status Inquiry,22,Tier 1
TCK00000760,APP0006808,Login,19,Tier 1
TCK00000761,APP0006817,Other,21,Tier 1
TCK00000762,APP0006821,Status Inquiry,16,Tier 1
TCK00000763,APP0006829,Login,9,Tier 1
TCK00000764,APP0006837,Upload,18,Tier 1
TCK00000765,APP0006850,Upload,2,Tier 1
TCK00000766,APP0006863,Login,12,Tier 1
TCK00000767,APP0006874,Status Inquiry,27,Tier 1
TCK00000768,APP0006887,Upload,32,Tier 2
TCK00000769,APP0006890,Status Inquiry,21,Tier 1
TCK00000770,APP0006895,Login,1,Tier 1
TCK00000771,APP0006915,Upload,29,Tier 2
TCK00000772,APP0006916,Upload,22,Tier 1
TCK00000773,APP0006929,Status Inquiry,16,Tier 1
TCK00000774,APP0006931,Upload,24,Tier 1
TCK00000775,APP0006933,Login,22,Tier 2
TCK00000776,APP0006935,Upload,8,Tier 3
TCK00000777,APP0006936,Login,8,Tier 1
TCK00000778,APP0006950,Other,26,Tier 1
TCK00000779,APP0006959,Upload,1,Tier 1
TCK00000780,APP0006965,Status Inquiry,23,Tier 1
TCK00000781,APP0006978,Upload,20,Tier 1
TCK00000782,APP0007003,Other,26,Tier 1
TCK00000783,APP0007004,Upload,32,Tier 1
TCK00000784,APP0007007,Login,29,Tier 1
TCK00000785,APP0007020,Login,30,Tier 1
TCK00000786,APP0007023,Upload,25,Tier 1
TCK00000787,APP0007026,Login,22,Tier 2
TCK00000788,APP0007033,Status Inquiry,27,Tier 1
TCK00000789,APP0007043,Login,18,Tier 1
TCK00000790,APP0007045,Upload,11,Tier 2
TCK00000791,APP0007048,Upload,17,Tier 2
TCK00000792,APP0007084,Other,5,Tier 1
TCK00000793,APP0007094,Upload,14,Tier 1
TCK00000794,APP0007095,Status Inquiry,35,Tier 2
TCK00000795,APP0007099,Upload,22,Tier 1
TCK00000796,APP0007107,Status Inquiry,17,Tier 1
TCK00000797,APP0007116,Status Inquiry,13,Tier 2
TCK00000798,APP0007118,Upload,4,Tier 1
TCK00000799,APP0007142,Other,14,Tier 2
TCK00000800,APP0007151,Status Inquiry,12,Tier 1
TCK00000801,APP0007160,Upload,18,Tier 1
TCK00000802,APP0007164,Status Inquiry,19,Tier 2
TCK00000803,APP0007184,Login,17,Tier 1
TCK00000804,APP0007186,Login,3,Tier 1
TCK00000805,APP0007199,Status Inquiry,30,Tier 2
TCK00000806,APP0007229,Upload,21,Tier 1
TCK00000807,APP0007239,Other,18,Tier 1
TCK00000808,APP0007242,Login,15,Tier 2
TCK00000809,APP0007245,Upload,21,Tier 1
TCK00000810,APP0007251,Login,28,Tier 1
TCK00000811,APP0007262,Status Inquiry,23,Tier 2
TCK00000812,APP0007272,Status Inquiry,9,Tier 3
TCK00000813,APP0007274,Upload,8,Tier 1
TCK00000814,APP0007275,Login,1,Tier 1
TCK00000815,APP0007276,Other,19,Tier 1
TCK00000816,APP0007280,Status Inquiry,23,Tier 1
TCK00000817,APP0007287,Status Inquiry,27,Tier 1
TCK00000818,APP0007289,Status Inquiry,19,Tier 1
TCK00000819,APP0007311,Login,24,Tier 1
TCK00000820,APP0007319,Login,10,Tier 1
TCK00000821,APP0007321,Status Inquiry,22,Tier 1
TCK00000822,APP0007331,Upload,17,Tier 1
TCK00000823,APP0007333,Status Inquiry,12,Tier 1
TCK00000824,APP0007342,Status Inquiry,4,Tier 1
TCK00000825,APP0007343,Other,27,Tier 3
TCK00000826,APP0007350,Other,1,Tier 1
TCK00000827,APP0007360,Status Inquiry,23,Tier 1
TCK00000828,APP0007367,Upload,11,Tier 1
TCK00000829,APP0007372,Status Inquiry,22,Tier 2
TCK00000830,APP0007382,Status Inquiry,13,Tier 2
TCK00000831,APP0007388,Upload,24,Tier 1
TCK00000832,APP0007389,Status Inquiry,16,Tier 2
TCK00000833,APP0007394,Upload,9,Tier 3
TCK00000834,APP0007410,Login,13,Tier 1
TCK00000835,APP0007412,Upload,5,Tier 1
TCK00000836,APP0007414,Login,20,Tier 1
TCK00000837,APP0007428,Other,26,Tier 3
TCK00000838,APP0007429,Login,21,Tier 2
TCK00000839,APP0007431,Upload,18,Tier 1
TCK00000840,APP0007442,Upload,28,Tier 1
TCK00000841,APP0007462,Login,8,Tier 1
TCK00000842,APP0007466,Upload,22,Tier 2
TCK00000843,APP0007474,Upload,18,Tier 1
TCK00000844,APP0007476,Login,14,Tier 1
TCK00000845,APP0007479,Login,22,Tier 2
TCK00000846,APP0007490,Upload,8,Tier 1
TCK00000847,APP0007491,Upload,16,Tier 1
TCK00000848,APP0007496,Status Inquiry,20,Tier 1
TCK00000849,APP0007501,Login,8,Tier 3
TCK00000850,APP0007535,Other,16,Tier 1
TCK00000851,APP0007536,Login,22,Tier 1
TCK00000852,APP0007594,Login,25,Tier 2
TCK00000853,APP0007597,Upload,10,Tier 1
TCK00000854,APP0007603,Other,25,Tier 1
TCK00000855,APP0007605,Status Inquiry,15,Tier 3
TCK00000856,APP0007611,Login,18,Tier 1
TCK00000857,APP0007621,Upload,13,Tier 1
TCK00000858,APP0007638,Upload,24,Tier 2
TCK00000859,APP0007639,Login,12,Tier 1
TCK00000860,APP0007640,Upload,20,Tier 2
TCK00000861,APP0007641,Status Inquiry,21,Tier 1
TCK00000862,APP0007643,Status Inquiry,24,Tier 2
TCK00000863,APP0007657,Upload,9,Tier 1
TCK00000864,APP0007668,Upload,24,Tier 1
TCK00000865,APP0007669,Upload,18,Tier 1
TCK00000866,APP0007674,Upload,29,Tier 1
TCK00000867,APP0007683,Login,15,Tier 1
TCK00000868,APP0007684,Login,13,Tier 2
TCK00000869,APP0007703,Login,17,Tier 2
TCK00000870,APP0007704,Status Inquiry,15,Tier 1
TCK00000871,APP0007714,Status Inquiry,16,Tier 1
TCK00000872,APP0007718,Status Inquiry,7,Tier 1
TCK00000873,APP0007721,Upload,1,Tier 2
TCK00000874,APP0007745,Upload,6,Tier 1
TCK00000875,APP0007747,Other,13,Tier 2
TCK00000876,APP0007748,Upload,21,Tier 1
TCK00000877,APP0007752,Status Inquiry,15,Tier 2
TCK00000878,APP0007759,Login,10,Tier 2
TCK00000879,APP0007760,Status Inquiry,16,Tier 1
TCK00000880,APP0007762,Login,18,Tier 1
TCK00000881,APP0007770,Status Inquiry,40,Tier 1
TCK00000882,APP0007774,Upload,28,Tier 2
TCK00000883,APP0007789,Status Inquiry,19,Tier 1
TCK00000884,APP0007790,Status Inquiry,6,Tier 1
TCK00000885,APP0007800,Login,16,Tier 2
TCK00000886,APP0007806,Upload,15,Tier 1
TCK00000887,APP0007814,Login,22,Tier 1
TCK00000888,APP0007821,Upload,34,Tier 1
TCK00000889,APP0007830,Upload,17,Tier 1
TCK00000890,APP0007839,Upload,2,Tier 1
TCK00000891,APP0007846,Login,17,Tier 2
TCK00000892,APP0007850,Upload,4,Tier 1
TCK00000893,APP0007851,Upload,24,Tier 2
TCK00000894,APP0007856,Status Inquiry,26,Tier 2
TCK00000895,APP0007858,Upload,20,Tier 1
TCK00000896,APP0007862,Status Inquiry,6,Tier 2
TCK00000897,APP0007863,Upload,16,Tier 1
TCK00000898,APP0007864,Status Inquiry,27,Tier 1
TCK00000899,APP0007865,Status Inquiry,9,Tier 1
TCK00000900,APP0007872,Login,13,Tier 2
TCK00000901,APP0007882,Status Inquiry,20,Tier 1
TCK00000902,APP0007884,Upload,21,Tier 1
TCK00000903,APP0007894,Status Inquiry,18,Tier 1
TCK00000904,APP0007903,Upload,20,Tier 1
TCK00000905,APP0007905,Status Inquiry,19,Tier 2
TCK00000906,APP0007914,Upload,13,Tier 2
TCK00000907,APP0007916,Login,17,Tier 1
TCK00000908,APP0007920,Upload,20,Tier 1
TCK00000909,APP0007924,Login,9,Tier 1
TCK00000910,APP0007935,Status Inquiry,19,Tier 1
TCK00000911,APP0007946,Status Inquiry,18,Tier 1
TCK00000912,APP0007948,Login,21,Tier 1
TCK00000913,APP0007971,Status Inquiry,20,Tier 1
TCK00000914,APP0007975,Upload,9,Tier 2
TCK00000915,APP0007992,Status Inquiry,7,Tier 1
TCK00000916,APP0007996,Status Inquiry,20,Tier 1
TCK00000917,APP0008000,Upload,16,Tier 1
TCK00000918,APP0008005,Status Inquiry,18,Tier 1
TCK00000919,APP0008037,Login,13,Tier 2
TCK00000920,APP0008045,Other,7,Tier 2
TCK00000921,APP0008056,Upload,20,Tier 1
TCK00000922,APP0008062,Other,16,Tier 1
TCK00000923,APP0008076,Login,22,Tier 2
TCK00000924,APP0008083,Status Inquiry,26,Tier 1
TCK00000925,APP0008097,Upload,26,Tier 1
TCK00000926,APP0008105,Status Inquiry,25,Tier 1
TCK00000927,APP0008108,Status Inquiry,10,Tier 2
TCK00000928,APP0008124,Status Inquiry,1,Tier 2
TCK00000929,APP0008161,Status Inquiry,13,Tier 1
TCK00000930,APP0008168,Login,8,Tier 2
TCK00000931,APP0008175,Login,7,Tier 1
TCK00000932,APP0008183,Status Inquiry,23,Tier 1
TCK00000933,APP0008193,Status Inquiry,5,Tier 1
TCK00000934,APP0008194,Status Inquiry,25,Tier 1
TCK00000935,APP0008214,Status Inquiry,26,Tier 1
TCK00000936,APP0008218,Other,39,Tier 1
TCK00000937,APP0008225,Upload,26,Tier 1
TCK00000938,APP0008232,Upload,34,Tier 1
TCK00000939,APP0008243,Login,12,Tier 2
TCK00000940,APP0008246,Status Inquiry,12,Tier 1
TCK00000941,APP0008277,Login,25,Tier 2
TCK00000942,APP0008280,Status Inquiry,7,Tier 1
TCK00000943,APP0008284,Status Inquiry,27,Tier 1
TCK00000944,APP0008287,Status Inquiry,15,Tier 1
TCK00000945,APP0008318,Upload,2,Tier 1
TCK00000946,APP0008324,Login,32,Tier 2
TCK00000947,APP0008333,Status Inquiry,8,Tier 2
TCK00000948,APP0008353,Other,37,Tier 1
TCK00000949,APP0008360,Login,6,Tier 1
TCK00000950,APP0008362,Other,11,Tier 1
TCK00000951,APP0008379,Status Inquiry,19,Tier 1
TCK00000952,APP0008384,Status Inquiry,18,Tier 3
TCK00000953,APP0008388,Status Inquiry,5,Tier 2
TCK00000954,APP0008393,Status Inquiry,18,Tier 1
TCK00000955,APP0008396,Upload,19,Tier 1
TCK00000956,APP0008400,Status Inquiry,21,Tier 2
TCK00000957,APP0008403,Login,5,Tier 1
TCK00000958,APP0008411,Upload,13,Tier 1
TCK00000959,APP0008420,Upload,17,Tier 2
TCK00000960,APP0008442,Login,24,Tier 2
TCK00000961,APP0008452,Status Inquiry,19,Tier 2
TCK00000962,APP0008457,Status Inquiry,15,Tier 2
TCK00000963,APP0008463,Upload,14,Tier 2
TCK00000964,APP0008467,Upload,29,Tier 1
TCK00000965,APP0008479,Login,11,Tier 1
TCK00000966,APP0008481,Other,20,Tier 1
TCK00000967,APP0008485,Login,1,Tier 2
TCK00000968,APP0008491,Login,31,Tier 3
TCK00000969,APP0008495,Upload,21,Tier 1
TCK00000970,APP0008525,Other,3,Tier 1
TCK00000971,APP0008534,Login,22,Tier 1
TCK00000972,APP0008545,Login,29,Tier 1
TCK00000973,APP0008547,Upload,24,Tier 1
TCK00000974,APP0008550,Upload,18,Tier 3
TCK00000975,APP0008587,Status Inquiry,24,Tier 1
TCK00000976,APP0008588,Upload,12,Tier 1
TCK00000977,APP0008592,Upload,15,Tier 1
TCK00000978,APP0008629,Status Inquiry,15,Tier 1
TCK00000979,APP0008631,Login,18,Tier 1
TCK00000980,APP0008640,Login,9,Tier 1
TCK00000981,APP0008644,Status Inquiry,28,Tier 1
TCK00000982,APP0008651,Status Inquiry,16,Tier 1
TCK00000983,APP0008654,Other,9,Tier 1
TCK00000984,APP0008656,Status Inquiry,16,Tier 2
TCK00000985,APP0008661,Status Inquiry,20,Tier 1
TCK00000986,APP0008666,Login,18,Tier 1
TCK00000987,APP0008674,Login,26,Tier 1
TCK00000988,APP0008676,Login,15,Tier 1
TCK00000989,APP0008686,Status Inquiry,11,Tier 1
TCK00000990,APP0008688,Upload,21,Tier 1
TCK00000991,APP0008691,Login,28,Tier 1
TCK00000992,APP0008704,Other,10,Tier 1
TCK00000993,APP0008720,Upload,5,Tier 1
TCK00000994,APP0008754,Login,12,Tier 1
TCK00000995,APP0008766,Status Inquiry,17,Tier 1
TCK00000996,APP0008768,Status Inquiry,9,Tier 1
TCK00000997,APP0008796,Upload,19,Tier 1
TCK00000998,APP0008814,Login,11,Tier 1
TCK00000999,APP0008826,Status Inquiry,25,Tier 1
TCK00001000,APP0008827,Login,8,Tier 1
TCK00001001,APP0008838,Status Inquiry,10,Tier 1
TCK00001002,APP0008850,Upload,18,Tier 1
TCK00001003,APP0008857,Other,23,Tier 1
TCK00001004,APP0008865,Upload,25,Tier 3
TCK00001005,APP0008867,Status Inquiry,12,Tier 1
TCK00001006,APP0008868,Status Inquiry,18,Tier 2
TCK00001007,APP0008879,Upload,22,Tier 1
TCK00001008,APP0008880,Status Inquiry,29,Tier 1
TCK00001009,APP0008885,Upload,10,Tier 2
TCK00001010,APP0008887,Upload,7,Tier 2
TCK00001011,APP0008893,Login,21,Tier 1
TCK00001012,APP0008902,Upload,15,Tier 1
TCK00001013,APP0008910,Upload,28,Tier 1
TCK00001014,APP0008937,Upload,18,Tier 1
TCK00001015,APP0008946,Login,20,Tier 1
TCK00001016,APP0008950,Other,11,Tier 3
TCK00001017,APP0008953,Upload,20,Tier 1
TCK00001018,APP0008955,Other,27,Tier 1
TCK00001019,APP0008960,Login,15,Tier 1
TCK00001020,APP0008990,Login,8,Tier 1
TCK00001021,APP0008992,Other,24,Tier 2
TCK00001022,APP0009004,Status Inquiry,15,Tier 1
TCK00001023,APP0009023,Status Inquiry,18,Tier 1
TCK00001024,APP0009032,Upload,12,Tier 1
TCK00001025,APP0009036,Login,25,Tier 1
TCK00001026,APP0009039,Status Inquiry,11,Tier 1
TCK00001027,APP0009044,Other,13,Tier 1
TCK00001028,APP0009045,Upload,17,Tier 2
TCK00001029,APP0009049,Login,16,Tier 1
TCK00001030,APP0009051,Upload,1,Tier 2
TCK00001031,APP0009053,Other,21,Tier 2
TCK00001032,APP0009054,Login,8,Tier 1
TCK00001033,APP0009060,Upload,19,Tier 2
TCK00001034,APP0009063,Login,14,Tier 2
TCK00001035,APP0009070,Status Inquiry,16,Tier 1
TCK00001036,APP0009071,Status Inquiry,11,Tier 1
TCK00001037,APP0009073,Upload,9,Tier 2
TCK00001038,APP0009074,Status Inquiry,18,Tier 1
TCK00001039,APP0009080,Other,19,Tier 1
TCK00001040,APP0009090,Upload,25,Tier 1
TCK00001041,APP0009094,Upload,22,Tier 1
TCK00001042,APP0009115,Status Inquiry,12,Tier 1
TCK00001043,APP0009138,Login,27,Tier 2
TCK00001044,APP0009153,Status Inquiry,35,Tier 1
TCK00001045,APP0009155,Upload,23,Tier 1
TCK00001046,APP0009168,Login,16,Tier 1
TCK00001047,APP0009180,Login,10,Tier 2
TCK00001048,APP0009206,Upload,18,Tier 3
TCK00001049,APP0009219,Status Inquiry,6,Tier 2
TCK00001050,APP0009230,Upload,24,Tier 2
TCK00001051,APP0009244,Upload,14,Tier 2
TCK00001052,APP0009257,Login,13,Tier 1
TCK00001053,APP0009271,Status Inquiry,19,Tier 1
TCK00001054,APP0009274,Upload,7,Tier 2
TCK00001055,APP0009277,Login,3,Tier 1
TCK00001056,APP0009281,Upload,14,Tier 1
TCK00001057,APP0009289,Status Inquiry,27,Tier 1
TCK00001058,APP0009290,Upload,10,Tier 1
TCK00001059,APP0009302,Upload,24,Tier 2
TCK00001060,APP0009312,Upload,3,Tier 1
TCK00001061,APP0009318,Upload,17,Tier 1
TCK00001062,APP0009329,Login,21,Tier 1
TCK00001063,APP0009330,Login,32,Tier 2
TCK00001064,APP0009334,Upload,3,Tier 1
TCK00001065,APP0009373,Status Inquiry,17,Tier 2
TCK00001066,APP0009377,Status Inquiry,10,Tier 1
TCK00001067,APP0009378,Upload,20,Tier 2
TCK00001068,APP0009390,Upload,13,Tier 1
TCK00001069,APP0009392,Status Inquiry,18,Tier 1
TCK00001070,APP0009399,Upload,11,Tier 2
TCK00001071,APP0009404,Other,13,Tier 3
TCK00001072,APP0009406,Upload,20,Tier 1
