Log_ID,Application_ID,Error_Code,Downtime_Minutes,Step_Failed
LOG00000600,APP0000600,None,0,Final Approval
LOG00000601,APP0000601,None,0,Document Upload
LOG00000602,APP0000602,None,0,Final Approval
LOG00000603,APP0000603,None,0,Final Approval
LOG00000604,APP0000604,None,0,KYC
LOG00000605,APP0000605,None,0,Final Approval
LOG00000606,APP0000606,None,0,Final Approval
LOG00000607,APP0000607,None,0,Document Upload
LOG00000608,APP0000608,None,0,Final Approval
LOG00000609,APP0000609,None,0,Final Approval
LOG00000610,APP0000610,None,0,Final Approval
LOG00000611,APP0000611,Timeout,16,Final Approval
LOG00000612,APP0000612,None,0,Final Approval
LOG00000613,APP0000613,Timeout,54,Document Upload
LOG00000614,APP0000614,Timeout,54,Form
LOG00000615,APP0000615,None,0,Final Approval
LOG00000616,APP0000616,None,0,Document Upload
LOG00000617,APP0000617,None,0,Final Approval
LOG00000618,APP0000618,None,0,Final Approval
LOG00000619,APP0000619,None,0,Final Approval
LOG00000620,APP0000620,None,0,Final Approval
LOG00000621,APP0000621,None,0,Final Approval
LOG00000622,APP0000622,None,0,Final Approval
LOG00000623,APP0000623,None,0,Final Approval
LOG00000624,APP0000624,None,0,KYC
LOG00000625,APP0000625,None,0,Final Approval
LOG00000626,APP0000626,None,0,KYC
LOG00000627,APP0000627,None,0,Final Approval
LOG00000628,APP0000628,API Failure,45,Form
LOG00000629,APP0000629,Timeout,27,Form
LOG00000630,APP0000630,API Failure,44,Form
LOG00000631,APP0000631,None,0,Final Approval
LOG00000632,APP0000632,None,0,Final Approval
LOG00000633,APP0000633,Timeout,52,KYC
LOG00000634,APP0000634,None,0,Document Upload
LOG00000635,APP0000635,API Failure,8,Form
LOG00000636,APP0000636,None,0,Document Upload
LOG00000637,APP0000637,None,0,Final Approval
LOG00000638,APP0000638,None,0,Final Approval
LOG00000639,APP0000639,Upload Error,24,Document Upload
LOG00000640,APP0000640,Timeout,3,Final Approval
LOG00000641,APP0000641,None,0,Final Approval
LOG00000642,APP0000642,Timeout,47,KYC
LOG00000643,APP0000643,Timeout,40,Document Upload
LOG00000644,APP0000644,API Failure,55,Final Approval
LOG00000645,APP0000645,None,0,Final Approval
LOG00000646,APP0000646,None,0,Final Approval
LOG00000647,APP0000647,API Failure,7,Form
LOG00000648,APP0000648,None,0,Final Approval
LOG00000649,APP0000649,Timeout,1,KYC
LOG00000650,APP0000650,Timeout,38,KYC
LOG00000651,APP0000651,Upload Error,15,Document Upload
LOG00000652,APP0000652,None,0,Final Approval
LOG00000653,APP0000653,None,0,Final Approval
LOG00000654,APP0000654,None,0,Final Approval
LOG00000655,APP0000655,None,0,Final Approval
LOG00000656,APP0000656,Timeout,42,KYC
LOG00000657,APP0000657,API Failure,57,KYC
LOG00000658,APP0000658,None,0,Final Approval
LOG00000659,APP0000659,None,0,Final Approval
LOG00000660,APP0000660,None,0,Final Approval
LOG00000661,APP0000661,None,0,Final Approval
LOG00000662,APP0000662,None,0,Final Approval
LOG00000663,APP0000663,None,0,Final Approval
LOG00000664,APP0000664,None,0,Final Approval
LOG00000665,APP0000665,None,0,Final Approval
LOG00000666,APP0000666,None,0,KYC
LOG00000667,APP0000667,None,0,Final Approval
LOG00000668,APP0000668,None,0,Form
LOG00000669,APP0000669,None,0,Final Approval
LOG00000670,APP0000670,None,0,Form
LOG00000671,APP0000671,None,0,Final Approval
LOG00000672,APP0000672,Timeout,54,Form
LOG00000673,APP0000673,API Failure,45,Form
LOG00000674,APP0000674,None,0,Final Approval
LOG00000675,APP0000675,Upload Error,57,Final Approval
LOG00000676,APP0000676,None,0,Final Approval
LOG00000677,APP0000677,None,0,Final Approval
LOG00000678,APP0000678,None,0,Final Approval
LOG00000679,APP0000679,None,0,Form
LOG00000680,APP0000680,None,0,Final Approval
LOG00000681,APP0000681,None,0,Final Approval
LOG00000682,APP0000682,None,0,Form
LOG00000683,APP0000683,None,0,Final Approval
LOG00000684,APP0000684,None,0,Final Approval
LOG00000685,APP0000685,None,0,Final Approval
LOG00000686,APP0000686,None,0,Final Approval
LOG00000687,APP0000687,None,0,Final Approval
LOG00000688,APP0000688,None,0,Final Approval
LOG00000689,APP0000689,None,0,Final Approval
LOG00000690,APP0000690,None,0,Final Approval
LOG00000691,APP0000691,None,0,Final Approval
LOG00000692,APP0000692,None,0,Final Approval
LOG00000693,APP0000693,API Failure,19,Document Upload
LOG00000694,APP0000694,None,0,KYC
LOG00000695,APP0000695,None,0,Final Approval
LOG00000696,APP0000696,None,0,Final Approval
LOG00000697,APP0000697,None,0,Final Approval
LOG00000698,APP0000698,None,0,Final Approval
LOG00000699,APP0000699,None,0,Form
LOG00000700,APP0000700,None,0,Final Approval
LOG00000701,APP0000701,API Failure,15,Final Approval
LOG00000702,APP0000702,None,0,Final Approval
LOG00000703,APP0000703,None,0,Final Approval
LOG00000704,APP0000704,None,0,Form
LOG00000705,APP0000705,None,0,Final Approval
LOG00000706,APP0000706,None,0,KYC
LOG00000707,APP0000707,None,0,KYC
LOG00000708,APP0000708,None,0,Final Approval
LOG00000709,APP0000709,None,0,Final Approval
LOG00000710,APP0000710,None,0,Final Approval
LOG00000711,APP0000711,None,0,Final Approval
LOG00000712,APP0000712,None,0,Form
LOG00000713,APP0000713,None,0,Final Approval
LOG00000714,APP0000714,None,0,Final Approval
LOG00000715,APP0000715,None,0,Form
LOG00000716,APP0000716,None,0,Final Approval
LOG00000717,APP0000717,None,0,Final Approval
LOG00000718,APP0000718,None,0,Form
LOG00000719,APP0000719,None,0,Document Upload
LOG00000720,APP0000720,None,0,Final Approval
LOG00000721,APP0000721,API Failure,43,KYC
LOG00000722,APP0000722,None,0,Final Approval
LOG00000723,APP0000723,None,0,Final Approval
LOG00000724,APP0000724,None,0,Final Approval
LOG00000725,APP0000725,None,0,Final Approval
LOG00000726,APP0000726,None,0,KYC
LOG00000727,APP0000727,None,0,Final Approval
LOG00000728,APP0000728,None,0,Final Approval
LOG00000729,APP0000729,None,0,Final Approval
LOG00000730,APP0000730,None,0,Final Approval
LOG00000731,APP0000731,None,0,Final Approval
LOG00000732,APP0000732,None,0,Final Approval
LOG00000733,APP0000733,None,0,Final Approval
LOG00000734,APP0000734,None,0,Final Approval
LOG00000735,APP0000735,Upload Error,49,Document Upload
LOG00000736,APP0000736,None,0,Final Approval
LOG00000737,APP0000737,None,0,Final Approval
LOG00000738,APP0000738,None,0,Final Approval
LOG00000739,APP0000739,Upload Error,9,Document Upload
LOG00000740,APP0000740,None,0,Final Approval
LOG00000741,APP0000741,API Failure,34,Form
LOG00000742,APP0000742,Upload Error,36,Document Upload
LOG00000743,APP0000743,Timeout,6,Form
LOG00000744,APP0000744,None,0,Final Approval
LOG00000745,APP0000745,None,0,Final Approval
LOG00000746,APP0000746,None,0,Final Approval
LOG00000747,APP0000747,None,0,Final Approval
LOG00000748,APP0000748,None,0,Form
LOG00000749,APP0000749,None,0,Final Approval
LOG00000750,APP0000750,None,0,Final Approval
LOG00000751,APP0000751,None,0,Final Approval
LOG00000752,APP0000752,None,0,Final Approval
LOG00000753,APP0000753,Timeout,23,KYC
LOG00000754,APP0000754,API Failure,9,Final Approval
LOG00000755,APP0000755,None,0,Document Upload
LOG00000756,APP0000756,API Failure,38,KYC
LOG00000757,APP0000757,None,0,Final Approval
LOG00000758,APP0000758,Timeout,27,Form
LOG00000759,APP0000759,None,0,Final Approval
LOG00000760,APP0000760,None,0,Form
LOG00000761,APP0000761,Timeout,57,Form
LOG00000762,APP0000762,None,0,Final Approval
LOG00000763,APP0000763,None,0,Final Approval
LOG00000764,APP0000764,API Failure,9,Final Approval
LOG00000765,APP0000765,None,0,Final Approval
LOG00000766,APP0000766,None,0,Final Approval
LOG00000767,APP0000767,None,0,Final Approval
LOG00000768,APP0000768,Timeout,24,Final Approval
LOG00000769,APP0000769,None,0,Final Approval
LOG00000770,APP0000770,None,0,Final Approval
LOG00000771,APP0000771,None,0,Final Approval
LOG00000772,APP0000772,None,0,Final Approval
LOG00000773,APP0000773,None,0,Final Approval
LOG00000774,APP0000774,None,0,KYC
LOG00000775,APP0000775,Upload Error,38,Final Approval
LOG00000776,APP0000776,Upload Error,50,Document Upload
LOG00000777,APP0000777,Timeout,13,Final Approval
LOG00000778,APP0000778,None,0,Final Approval
LOG00000779,APP0000779,None,0,Form
LOG00000780,APP0000780,None,0,Final Approval
LOG00000781,APP0000781,None,0,Final Approval
LOG00000782,APP0000782,None,0,Final Approval
LOG00000783,APP0000783,None,0,Form
LOG00000784,APP0000784,None,0,Final Approval
LOG00000785,APP0000785,None,0,Final Approval
LOG00000786,APP0000786,None,0,Final Approval
LOG00000787,APP0000787,API Failure,6,Form
LOG00000788,APP0000788,Upload Error,23,Document Upload
LOG00000789,APP0000789,None,0,Final Approval
LOG00000790,APP0000790,None,0,Document Upload
LOG00000791,APP0000791,None,0,Document Upload
LOG00000792,APP0000792,None,0,Final Approval
LOG00000793,APP0000793,None,0,KYC
LOG00000794,APP0000794,None,0,Final Approval
LOG00000795,APP0000795,None,0,Final Approval
LOG00000796,APP0000796,Upload Error,7,Document Upload
LOG00000797,APP0000797,None,0,Final Approval
LOG00000798,APP0000798,None,0,Final Approval
LOG00000799,APP0000799,Upload Error,15,Document Upload
LOG00000800,APP0000800,None,0,Final Approval
LOG00000801,APP0000801,None,0,Final Approval
LOG00000802,APP0000802,None,0,KYC
LOG00000803,APP0000803,Upload Error,14,Document Upload
LOG00000804,APP0000804,None,0,Final Approval
LOG00000805,APP0000805,None,0,Form
LOG00000806,APP0000806,None,0,Final Approval
LOG00000807,APP0000807,None,0,Final Approval
LOG00000808,APP0000808,None,0,Final Approval
LOG00000809,APP0000809,None,0,Final Approval
LOG00000810,APP0000810,Timeout,1,KYC
LOG00000811,APP0000811,Upload Error,28,Document Upload
LOG00000812,APP0000812,None,0,Final Approval
LOG00000813,APP0000813,API Failure,51,Final Approval
LOG00000814,APP0000814,None,0,Final Approval
LOG00000815,APP0000815,None,0,Form
LOG00000816,APP0000816,None,0,Final Approval
LOG00000817,APP0000817,Upload Error,14,Document Upload
LOG00000818,APP0000818,Upload Error,47,Document Upload
LOG00000819,APP0000819,None,0,Final Approval
LOG00000820,APP0000820,API Failure,45,Document Upload
LOG00000821,APP0000821,Timeout,24,Form
LOG00000822,APP0000822,None,0,Final Approval
LOG00000823,APP0000823,Timeout,32,KYC
LOG00000824,APP0000824,Upload Error,48,Final Approval
LOG00000825,APP0000825,Timeout,13,Final Approval
LOG00000826,APP0000826,None,0,Final Approval
LOG00000827,APP0000827,Upload Error,49,Final Approval
LOG00000828,APP0000828,None,0,Final Approval
LOG00000829,APP0000829,Timeout,45,Form
LOG00000830,APP0000830,None,0,Final Approval
LOG00000831,APP0000831,None,0,Final Approval
LOG00000832,APP0000832,API Failure,1,Final Approval
LOG00000833,APP0000833,None,0,Final Approval
LOG00000834,APP0000834,None,0,Final Approval
LOG00000835,APP0000835,None,0,Final Approval
LOG00000836,APP0000836,Timeout,49,Form
LOG00000837,APP0000837,None,0,KYC
LOG00000838,APP0000838,None,0,KYC
LOG00000839,APP0000839,None,0,Final Approval
LOG00000840,APP0000840,None,0,Final Approval
LOG00000841,APP0000841,None,0,Form
LOG00000842,APP0000842,None,0,Final Approval
LOG00000843,APP0000843,None,0,Final Approval
LOG00000844,APP0000844,None,0,Final Approval
LOG00000845,APP0000845,None,0,Document Upload
LOG00000846,APP0000846,Upload Error,29,Final Approval
LOG00000847,APP0000847,None,0,Final Approval
LOG00000848,APP0000848,None,0,Form
LOG00000849,APP0000849,None,0,Final Approval
LOG00000850,APP0000850,None,0,Form
LOG00000851,APP0000851,API Failure,11,KYC
LOG00000852,APP0000852,None,0,Final Approval
LOG00000853,APP0000853,None,0,Final Approval
LOG00000854,APP0000854,None,0,Final Approval
LOG00000855,APP0000855,None,0,Final Approval
LOG00000856,APP0000856,None,0,KYC
LOG00000857,APP0000857,None,0,Final Approval
LOG00000858,APP0000858,None,0,Form
LOG00000859,APP0000859,None,0,Final Approval
LOG00000860,APP0000860,Timeout,5,KYC
LOG00000861,APP0000861,None,0,Final Approval
LOG00000862,APP0000862,None,0,Final Approval
LOG00000863,APP0000863,API Failure,7,Final Approval
LOG00000864,APP0000864,None,0,Final Approval
LOG00000865,APP0000865,Timeout,41,Final Approval
LOG00000866,APP0000866,API Failure,5,Form
LOG00000867,APP0000867,None,0,Final Approval
LOG00000868,APP0000868,Timeout,53,Document Upload
LOG00000869,APP0000869,None,0,Document Upload
LOG00000870,APP0000870,API Failure,58,Form
LOG00000871,APP0000871,None,0,Final Approval
LOG00000872,APP0000872,None,0,Final Approval
LOG00000873,APP0000873,Upload Error,8,KYC
LOG00000874,APP0000874,None,0,Final Approval
LOG00000875,APP0000875,Timeout,58,Final Approval
LOG00000876,APP0000876,None,0,Final Approval
LOG00000877,APP0000877,None,0,Final Approval
LOG00000878,APP0000878,Timeout,12,Final Approval
LOG00000879,APP0000879,None,0,Final Approval
LOG00000880,APP0000880,Timeout,17,Document Upload
LOG00000881,APP0000881,Timeout,30,KYC
LOG00000882,APP0000882,Timeout,26,Final Approval
LOG00000883,APP0000883,Timeout,43,Form
LOG00000884,APP0000884,None,0,Form
LOG00000885,APP0000885,None,0,Final Approval
LOG00000886,APP0000886,None,0,Final Approval
LOG00000887,APP0000887,None,0,Final Approval
LOG00000888,APP0000888,None,0,Final Approval
LOG00000889,APP0000889,None,0,Document Upload
LOG00000890,APP0000890,Timeout,27,Final Approval
LOG00000891,APP0000891,API Failure,57,KYC
LOG00000892,APP0000892,None,0,Final Approval
LOG00000893,APP0000893,API Failure,23,Form
LOG00000894,APP0000894,None,0,Form
LOG00000895,APP0000895,None,0,Final Approval
LOG00000896,APP0000896,Timeout,53,Final Approval
LOG00000897,APP0000897,API Failure,37,Final Approval
LOG00000898,APP0000898,None,0,Final Approval
LOG00000899,APP0000899,None,0,Document Upload
LOG00000900,APP0000900,None,0,Final Approval
LOG00000901,APP0000901,None,0,Final Approval
LOG00000902,APP0000902,Upload Error,52,Document Upload
LOG00000903,APP0000903,None,0,Final Approval
LOG00000904,APP0000904,None,0,Form
LOG00000905,APP0000905,None,0,Final Approval
LOG00000906,APP0000906,None,0,Final Approval
LOG00000907,APP0000907,None,0,Final Approval
LOG00000908,APP0000908,Timeout,21,Form
LOG00000909,APP0000909,API Failure,32,Form
LOG00000910,APP0000910,None,0,Final Approval
LOG00000911,APP0000911,None,0,Final Approval
LOG00000912,APP0000912,Timeout,11,Document Upload
LOG00000913,APP0000913,Upload Error,14,Document Upload
LOG00000914,APP0000914,None,0,Final Approval
LOG00000915,APP0000915,None,0,Final Approval
LOG00000916,APP0000916,None,0,Final Approval
LOG00000917,APP0000917,Timeout,29,Form
LOG00000918,APP0000918,None,0,Final Approval
LOG00000919,APP0000919,None,0,Final Approval
LOG00000920,APP0000920,None,0,Final Approval
LOG00000921,APP0000921,None,0,Final Approval
LOG00000922,APP0000922,None,0,Final Approval
LOG00000923,APP0000923,None,0,Final Approval
LOG00000924,APP0000924,None,0,Final Approval
LOG00000925,APP0000925,None,0,Document Upload
LOG00000926,APP0000926,Upload Error,23,Document Upload
LOG00000927,APP0000927,None,0,Final Approval
LOG00000928,APP0000928,None,0,Final Approval
LOG00000929,APP0000929,API Failure,12,KYC
LOG00000930,APP0000930,None,0,Document Upload
LOG00000931,APP0000931,None,0,Final Approval
LOG00000932,APP0000932,Upload Error,21,Document Upload
LOG00000933,APP0000933,Upload Error,50,KYC
LOG00000934,APP0000934,None,0,Final Approval
LOG00000935,APP0000935,None,0,KYC
LOG00000936,APP0000936,None,0,Final Approval
LOG00000937,APP0000937,None,0,Final Approval
LOG00000938,APP0000938,API Failure,14,Form
LOG00000939,APP0000939,None,0,Final Approval
LOG00000940,APP0000940,None,0,Final Approval
LOG00000941,APP0000941,None,0,Final Approval
LOG00000942,APP0000942,None,0,Final Approval
LOG00000943,APP0000943,Timeout,10,Form
LOG00000944,APP0000944,Upload Error,22,Document Upload
LOG00000945,APP0000945,None,0,Final Approval
LOG00000946,APP0000946,None,0,Final Approval
LOG00000947,APP0000947,None,0,Final Approval
LOG00000948,APP0000948,Timeout,3,Form
LOG00000949,APP0000949,None,0,Final Approval
LOG00000950,APP0000950,None,0,Final Approval
LOG00000951,APP0000951,None,0,Form
LOG00000952,APP0000952,None,0,Final Approval
LOG00000953,APP0000953,Upload Error,5,Final Approval
LOG00000954,APP0000954,None,0,Final Approval
LOG00000955,APP0000955,Timeout,59,Form
LOG00000956,APP0000956,API Failure,59,Document Upload
LOG00000957,APP0000957,None,0,KYC
LOG00000958,APP0000958,None,0,Final Approval
LOG00000959,APP0000959,None,0,Final Approval
LOG00000960,APP0000960,None,0,Final Approval
LOG00000961,APP0000961,None,0,Final Approval
LOG00000962,APP0000962,None,0,Final Approval
LOG00000963,APP0000963,None,0,Final Approval
LOG00000964,APP0000964,Upload Error,59,Final Approval
LOG00000965,APP0000965,None,0,Final Approval
LOG00000966,APP0000966,None,0,Form
LOG00000967,APP0000967,None,0,Form
LOG00000968,APP0000968,None,0,Form
LOG00000969,APP0000969,None,0,Form
LOG00000970,APP0000970,None,0,Final Approval
LOG00000971,APP0000971,None,0,Form
LOG00000972,APP0000972,None,0,KYC
LOG00000973,APP0000973,None,0,Final Approval
LOG00000974,APP0000974,None,0,Final Approval
LOG00000975,APP0000975,Timeout,15,KYC
LOG00000976,APP0000976,None,0,Document Upload
LOG00000977,APP0000977,None,0,Final Approval
LOG00000978,APP0000978,Upload Error,12,Document Upload
LOG00000979,APP0000979,Timeout,58,KYC
LOG00000980,APP0000980,None,0,Final Approval
LOG00000981,APP0000981,None,0,Final Approval
LOG00000982,APP0000982,None,0,KYC
LOG00000983,APP0000983,None,0,Final Approval
LOG00000984,APP0000984,None,0,Final Approval
LOG00000985,APP0000985,Timeout,29,Form
LOG00000986,APP0000986,Timeout,56,KYC
LOG00000987,APP0000987,None,0,Final Approval
LOG00000988,APP0000988,None,0,Final Approval
LOG00000989,APP0000989,None,0,Final Approval
LOG00000990,APP0000990,None,0,KYC
LOG00000991,APP0000991,None,0,Final Approval
LOG00000992,APP0000992,API Failure,8,Form
LOG00000993,APP0000993,None,0,KYC
LOG00000994,APP0000994,None,0,Document Upload
LOG00000995,APP0000995,Timeout,36,Final Approval
LOG00000996,APP0000996,None,0,Final Approval
LOG00000997,APP0000997,None,0,KYC
LOG00000998,APP0000998,None,0,Form
LOG00000999,APP0000999,None,0,Final Approval
LOG00001000,APP0001000,None,0,Final Approval
LOG00001001,APP0001001,None,0,KYC
LOG00001002,APP0001002,None,0,Final Approval
LOG00001003,APP0001003,Timeout,33,Form
LOG00001004,APP0001004,None,0,Final Approval
LOG00001005,APP0001005,None,0,KYC
LOG00001006,APP0001006,None,0,Final Approval
LOG00001007,APP0001007,None,0,Form
LOG00001008,APP0001008,None,0,Document Upload
LOG00001009,APP0001009,None,0,Final Approval
LOG00001010,APP0001010,None,0,Final Approval
LOG00001011,APP0001011,Upload Error,38,Document Upload
LOG00001012,APP0001012,Timeout,53,KYC
LOG00001013,APP0001013,None,0,Form
LOG00001014,APP0001014,None,0,Final Approval
LOG00001015,APP0001015,None,0,Final Approval
LOG00001016,APP0001016,Timeout,2,Form
LOG00001017,APP0001017,Timeout,51,Form
LOG00001018,APP0001018,Timeout,26,KYC
LOG00001019,APP0001019,None,0,Form
LOG00001020,APP0001020,None,0,KYC
